Staff_ID,Department,Role,Shift,Experience_Years,Monthly_Salary
601188,Pharmacy,Coordinator,Evening,20,134932.24
601189,Diagnostics,Pharmacist,Morning,12,96047.9
601190,Diagnostics,Nurse,Morning,1,83691.92
601191,Surgery,Nurse,Morning,23,125021.79
601192,Emergency,Technician,Evening,10,82547.57
601193,Diagnostics,Assistant,Morning,13,153855.51
601194,Emergency,Manager,Evening,26,85733.3
601195,Pharmacy,Assistant,Night,8,47397.69
601196,Nursing,Assistant,Morning,29,175692.27
601197,Administration,Coordinator,Night,21,25812
601198,Pharmacy,Technician,Morning,10,121471.96
601199,Emergency,Coordinator,Evening,18,153623.4
601200,Administration,Pharmacist,Night,30,67854.15
601201,Nursing,Assistant,Night,26,45508.64
601202,Surgery,Nurse,Morning,9,116268.26
601203,Administration,Manager,Night,17,170314.91
601204,Diagnostics,Manager,Evening,10,36242.68
601205,Diagnostics,Technician,Morning,13,173175.24
601206,Surgery,Nurse,Morning,19,142953.11
601207,Administration,Assistant,Night,1,111179.35
601208,Pharmacy,Technician,Night,16,132619.71
601209,Nursing,Coordinator,Morning,18,135189.58
601210,Administration,Coordinator,Morning,12,104784.66
601211,Diagnostics,Nurse,Morning,20,124384.35
601212,Surgery,Manager,Morning,11,72641.81
601213,Pharmacy,Manager,Morning,4,84513.44
601214,Pharmacy,Assistant,Morning,14,147883.1
601215,Emergency,Manager,Morning,28,71945.69
601216,Diagnostics,Assistant,Night,21,74851.58
601217,Administration,Technician,Night,21,30718.79
601218,Emergency,Nurse,Night,13,176826.13
601219,Emergency,Nurse,Evening,5,41824.79
601220,Nursing,Pharmacist,Evening,13,81886.13
601221,Diagnostics,Manager,Night,27,148317.31
601222,Diagnostics,Nurse,Morning,21,26224.04
601223,Surgery,Manager,Night,18,146239.85
601224,Diagnostics,Technician,Morning,9,78110.21
601225,Emergency,Coordinator,Night,29,73584.12
601226,Pharmacy,Pharmacist,Evening,19,106497.35
601227,Diagnostics,Pharmacist,Morning,26,44044.68
601228,Diagnostics,Pharmacist,Night,25,47202.42
601229,Administration,Technician,Morning,21,55666.77
601230,Surgery,Assistant,Morning,0,153581.58
601231,Administration,Nurse,Evening,27,48890.46
601232,Emergency,Pharmacist,Morning,27,148844.56
601233,Nursing,Pharmacist,Night,2,132222.59
601234,Pharmacy,Technician,Night,19,113553.49
601235,Administration,Assistant,Evening,26,26067.83
601236,Pharmacy,Technician,Night,6,29230.09
601237,Surgery,Assistant,Night,18,99225.56
601238,Nursing,Nurse,Morning,1,66760.7
601239,Nursing,Technician,Morning,7,146425.61
601240,Nursing,Manager,Night,20,82077.09
601241,Surgery,Manager,Morning,0,26202.57
601242,Emergency,Technician,Evening,24,61731.46
601243,Surgery,Technician,Evening,0,38831.03
601244,Pharmacy,Technician,Morning,30,26987.18
601245,Surgery,Nurse,Evening,6,64128.81
601246,Pharmacy,Assistant,Night,17,95069.68
601247,Diagnostics,Technician,Evening,22,62043.03
601248,Nursing,Coordinator,Night,12,27668.73
601249,Emergency,Pharmacist,Morning,12,46766.97
601250,Emergency,Pharmacist,Night,19,33088.4
601251,Administration,Manager,Night,6,95606.53
601252,Administration,Pharmacist,Night,30,52556.6
601253,Surgery,Assistant,Night,19,128700.3
601254,Nursing,Coordinator,Evening,25,105199.91
601255,Surgery,Nurse,Night,21,140569.67
601256,Surgery,Nurse,Morning,30,124730.87
601257,Nursing,Technician,Morning,22,152243.15
601258,Administration,Manager,Morning,8,95314.12
601259,Diagnostics,Nurse,Morning,17,31302.32
601260,Diagnostics,Nurse,Night,19,52364.76
601261,Nursing,Nurse,Morning,4,97419.54
601262,Emergency,Coordinator,Evening,23,121952.5
601263,Nursing,Technician,Night,1,128524.82
601264,Emergency,Nurse,Night,24,149268.89
601265,Administration,Nurse,Night,1,59573.61
601266,Administration,Coordinator,Evening,14,34790.56
601267,Pharmacy,Nurse,Morning,27,26757.32
601268,Administration,Technician,Night,7,150167.84
601269,Administration,Assistant,Evening,0,53351.12
601270,Nursing,Pharmacist,Evening,9,166147.94
601271,Pharmacy,Technician,Night,19,100556.53
601272,Pharmacy,Coordinator,Evening,20,39708.8
601273,Administration,Coordinator,Morning,26,141032.07
601274,Nursing,Coordinator,Evening,2,102121.38
601275,Surgery,Nurse,Morning,27,144239.69
601276,Surgery,Nurse,Morning,17,118251.9
601277,Diagnostics,Technician,Morning,10,67340.95
601278,Surgery,Assistant,Night,10,140163.78
601279,Diagnostics,Assistant,Evening,30,28807.55
601280,Pharmacy,Coordinator,Evening,11,44383.07
601281,Surgery,Pharmacist,Morning,18,87428.41
601282,Nursing,Manager,Evening,15,44328.56
601283,Pharmacy,Pharmacist,Morning,10,110833.97
601284,Pharmacy,Technician,Evening,26,137122.01
601285,Emergency,Nurse,Evening,18,48028.14
601286,Surgery,Nurse,Night,13,110466.57
601287,Diagnostics,Technician,Evening,10,90535.97
601288,Administration,Technician,Night,5,148241.31
601289,Administration,Assistant,Evening,0,86671.85
601290,Emergency,Nurse,Evening,14,28552.36
601291,Emergency,Manager,Night,4,115085.92
601292,Administration,Assistant,Morning,30,28322.51
601293,Pharmacy,Coordinator,Night,12,114686.97
601294,Emergency,Nurse,Morning,5,157709.97
601295,Emergency,Manager,Night,14,31620.5
601296,Administration,Nurse,Night,10,175308.52
601297,Nursing,Assistant,Evening,30,53412.79
601298,Surgery,Nurse,Evening,8,137447.6
601299,Diagnostics,Technician,Morning,29,160606.79
601300,Nursing,Nurse,Night,18,97033.67
601301,Pharmacy,Coordinator,Morning,4,71070.12
601302,Pharmacy,Coordinator,Morning,11,109996.23
601303,Pharmacy,Nurse,Evening,5,99167.45
601304,Administration,Pharmacist,Evening,15,78161.23
601305,Surgery,Nurse,Evening,10,66558
601306,Diagnostics,Nurse,Night,13,136920.98
601307,Emergency,Coordinator,Morning,2,71390.49
601308,Surgery,Technician,Evening,20,161173.98
601309,Nursing,Assistant,Morning,18,28866.94
601310,Emergency,Pharmacist,Night,18,70671.32
601311,Surgery,Technician,Evening,5,91432.83
601312,Nursing,Coordinator,Night,10,62025.21
601313,Nursing,Pharmacist,Morning,18,154242.73
601314,Surgery,Coordinator,Morning,3,147292.5
601315,Pharmacy,Manager,Evening,15,48494.49
601316,Pharmacy,Pharmacist,Morning,6,93812.34
601317,Surgery,Assistant,Morning,26,131181.36
601318,Diagnostics,Pharmacist,Evening,2,65920.35
601319,Emergency,Nurse,Morning,26,34201.94
601320,Nursing,Manager,Evening,6,169830.63
601321,Administration,Pharmacist,Evening,17,34418.37
601322,Surgery,Technician,Evening,24,71207.47
601323,Diagnostics,Assistant,Night,11,83959.26
601324,Nursing,Pharmacist,Morning,14,74533.51
601325,Administration,Technician,Evening,25,112093
601326,Pharmacy,Nurse,Morning,5,162388.27
601327,Administration,Assistant,Night,23,118602.78
601328,Diagnostics,Nurse,Morning,30,106579.99
601329,Administration,Assistant,Evening,8,28098.98
601330,Pharmacy,Nurse,Evening,28,44714.15
601331,Emergency,Technician,Night,16,159293.96
601332,Pharmacy,Manager,Morning,12,167108.22
601333,Diagnostics,Manager,Evening,20,155195.12
601334,Surgery,Coordinator,Night,6,143923.49
601335,Nursing,Coordinator,Morning,9,74138.93
601336,Administration,Manager,Night,19,138105.35
601337,Emergency,Nurse,Morning,25,113272.25
601338,Emergency,Assistant,Night,17,109454.14
601339,Diagnostics,Manager,Evening,23,133704.08
601340,Diagnostics,Pharmacist,Evening,30,26651.41
601341,Administration,Nurse,Evening,2,107842.73
601342,Nursing,Nurse,Night,4,173070.42
601343,Diagnostics,Assistant,Night,7,70595.09
601344,Nursing,Technician,Night,5,88925.11
601345,Nursing,Coordinator,Morning,25,133832.19
601346,Nursing,Nurse,Night,25,154236
601347,Nursing,Technician,Night,10,67017.84
601348,Pharmacy,Nurse,Night,6,57809.4
601349,Administration,Nurse,Morning,2,165879.25
601350,Diagnostics,Manager,Morning,20,148739.72
601351,Administration,Coordinator,Evening,30,81990.3
601352,Emergency,Pharmacist,Morning,16,31077.73
601353,Surgery,Coordinator,Morning,20,98437.24
601354,Emergency,Pharmacist,Night,21,153514.88
601355,Administration,Manager,Morning,12,58599.91
601356,Surgery,Nurse,Night,18,86086.41
601357,Diagnostics,Technician,Morning,16,112268.06
601358,Emergency,Technician,Morning,25,169290.55
601359,Administration,Pharmacist,Evening,19,90973.11
601360,Administration,Nurse,Evening,5,41960.21
601361,Emergency,Assistant,Morning,23,67372.51
601362,Diagnostics,Pharmacist,Night,19,142786.38
601363,Diagnostics,Technician,Night,4,123949.23
601364,Pharmacy,Technician,Night,8,71301.25
601365,Pharmacy,Pharmacist,Evening,26,157053.77
601366,Nursing,Pharmacist,Evening,10,96973.62
601367,Emergency,Nurse,Evening,3,64845.23
601368,Pharmacy,Coordinator,Night,17,43131.74
601369,Nursing,Pharmacist,Evening,7,31159.46
601370,Surgery,Nurse,Morning,20,91324.69
601371,Emergency,Pharmacist,Night,28,106917.28
601372,Pharmacy,Manager,Morning,24,90609.31
601373,Administration,Pharmacist,Evening,23,137488.4
601374,Emergency,Manager,Evening,4,161102.28
601375,Surgery,Assistant,Evening,30,29511.2
601376,Surgery,Assistant,Morning,16,86870.78
601377,Emergency,Coordinator,Evening,24,83052.49
601378,Pharmacy,Pharmacist,Evening,24,75242.84
601379,Diagnostics,Manager,Evening,17,120803.47
601380,Pharmacy,Coordinator,Evening,10,80376.07
601381,Nursing,Manager,Night,1,145705.24
601382,Diagnostics,Coordinator,Night,13,88889.85
601383,Pharmacy,Manager,Evening,1,115749.1
601384,Pharmacy,Coordinator,Morning,24,134711.03
601385,Pharmacy,Coordinator,Morning,13,146193.71
601386,Surgery,Manager,Evening,27,60879.12
601387,Nursing,Technician,Morning,8,46073.77
601388,Diagnostics,Technician,Morning,13,70169.16
601389,Pharmacy,Technician,Night,14,165447.8
601390,Pharmacy,Technician,Night,4,84225.7
601391,Pharmacy,Pharmacist,Night,21,168967.06
601392,Surgery,Manager,Night,10,109042.38
601393,Pharmacy,Coordinator,Evening,9,169296.05
601394,Pharmacy,Assistant,Morning,11,43015.24
601395,Administration,Pharmacist,Evening,2,87629.51
601396,Nursing,Nurse,Morning,11,76725.48
601397,Surgery,Manager,Night,6,147124.02
601398,Nursing,Manager,Night,19,98193.05
601399,Surgery,Manager,Evening,26,58363
601400,Pharmacy,Assistant,Morning,6,55557.42
601401,Nursing,Nurse,Night,19,96449.77
601402,Emergency,Assistant,Night,30,105459.55
601403,Emergency,Nurse,Morning,7,141724.69
601404,Nursing,Coordinator,Morning,1,99135.57
601405,Nursing,Pharmacist,Morning,19,122661.49
601406,Diagnostics,Assistant,Night,20,169146.4
601407,Emergency,Assistant,Night,2,111018.68
601408,Nursing,Assistant,Night,15,40600.72
601409,Pharmacy,Pharmacist,Evening,25,50914.28
601410,Emergency,Pharmacist,Night,2,78109.28
601411,Diagnostics,Manager,Evening,16,78785.26
601412,Surgery,Assistant,Night,5,99287.95
601413,Emergency,Manager,Evening,29,99076.02
601414,Diagnostics,Assistant,Morning,24,110804.85
601415,Pharmacy,Nurse,Night,22,52223.97
601416,Surgery,Assistant,Evening,12,81894.43
601417,Surgery,Pharmacist,Night,0,161461.13
601418,Surgery,Nurse,Evening,7,156332.61
601419,Diagnostics,Assistant,Evening,0,116379.92
601420,Diagnostics,Manager,Night,10,72589.78
601421,Diagnostics,Pharmacist,Night,28,76286.15
601422,Administration,Nurse,Night,17,79618.15
601423,Surgery,Nurse,Morning,17,148026.62
601424,Administration,Pharmacist,Night,20,42198.07
601425,Emergency,Pharmacist,Morning,2,112241.85
601426,Surgery,Pharmacist,Night,22,85697.88
601427,Emergency,Assistant,Morning,29,60433.31
601428,Nursing,Manager,Evening,23,32731.38
601429,Diagnostics,Manager,Morning,9,153486.72
601430,Diagnostics,Assistant,Morning,3,81385.44
601431,Emergency,Pharmacist,Night,2,156034.04
601432,Nursing,Coordinator,Morning,19,58173.38
601433,Pharmacy,Pharmacist,Morning,19,155503.02
601434,Emergency,Technician,Evening,16,28095.22
601435,Pharmacy,Manager,Night,16,80024.16
601436,Pharmacy,Technician,Night,16,81100.39
601437,Surgery,Assistant,Morning,4,50506.54
601438,Administration,Technician,Night,30,47680.8
601439,Pharmacy,Nurse,Night,14,160450.31
601440,Nursing,Coordinator,Morning,20,165799.58
601441,Surgery,Coordinator,Evening,23,77178.48
601442,Diagnostics,Nurse,Evening,13,125495.14
601443,Administration,Coordinator,Evening,20,94329.99
601444,Surgery,Coordinator,Morning,22,107026.26
601445,Diagnostics,Technician,Night,18,150779.24
601446,Emergency,Pharmacist,Morning,15,84454.8
601447,Surgery,Assistant,Evening,20,113642.59
601448,Emergency,Assistant,Evening,14,93746.68
601449,Diagnostics,Technician,Night,0,26092.02
601450,Administration,Manager,Night,4,100714.02
601451,Emergency,Pharmacist,Evening,15,133600.88
601452,Emergency,Technician,Evening,6,90039.8
601453,Surgery,Technician,Morning,23,67952.15
601454,Diagnostics,Coordinator,Morning,4,72078.77
601455,Surgery,Manager,Night,4,66570.41
601456,Diagnostics,Assistant,Evening,1,169123.22
601457,Administration,Assistant,Morning,11,122473.24
601458,Diagnostics,Technician,Morning,22,82213.23
601459,Emergency,Technician,Morning,4,91540.34
601460,Diagnostics,Pharmacist,Night,3,146407.56
601461,Surgery,Coordinator,Night,14,117968.14
601462,Diagnostics,Pharmacist,Evening,29,114504.49
601463,Surgery,Pharmacist,Evening,8,61984.63
601464,Nursing,Pharmacist,Night,15,29806.16
601465,Emergency,Nurse,Evening,6,42028.65
601466,Administration,Assistant,Evening,21,106543.82
601467,Diagnostics,Manager,Evening,16,34416.14
601468,Pharmacy,Coordinator,Evening,28,115558.7
601469,Administration,Nurse,Night,5,30037.76
601470,Pharmacy,Manager,Morning,14,87868.88
601471,Pharmacy,Manager,Evening,14,90435.26
601472,Nursing,Nurse,Night,18,36510.91
601473,Administration,Coordinator,Morning,25,144133.12
601474,Surgery,Coordinator,Morning,9,103730.92
601475,Pharmacy,Manager,Night,17,167631.59
601476,Emergency,Nurse,Evening,14,48142.91
601477,Diagnostics,Nurse,Evening,10,107381.43
601478,Pharmacy,Pharmacist,Night,14,151177.09
601479,Nursing,Pharmacist,Night,10,114757.8
601480,Surgery,Pharmacist,Morning,2,34868.22
601481,Pharmacy,Technician,Night,24,57573.44
601482,Administration,Pharmacist,Morning,9,67036.81
601483,Nursing,Coordinator,Evening,14,50620.81
601484,Pharmacy,Assistant,Night,2,50924.85
601485,Diagnostics,Pharmacist,Evening,12,169024.16
601486,Surgery,Manager,Night,17,147052.37
601487,Administration,Pharmacist,Morning,8,42658.32
601488,Pharmacy,Manager,Morning,1,119017.4
601489,Diagnostics,Pharmacist,Night,25,153258.57
601490,Nursing,Manager,Morning,11,59758.82
601491,Surgery,Pharmacist,Night,13,121913.14
601492,Nursing,Coordinator,Morning,27,118847.33
601493,Surgery,Nurse,Evening,19,86285.76
601494,Pharmacy,Manager,Evening,5,33884.14
601495,Administration,Nurse,Night,20,141618.42
601496,Surgery,Coordinator,Night,16,77693.51
601497,Pharmacy,Assistant,Morning,4,67918.49
601498,Diagnostics,Pharmacist,Evening,6,52442.95
601499,Emergency,Coordinator,Night,7,125423.72
601500,Nursing,Assistant,Night,20,30819.86
601501,Surgery,Nurse,Night,15,142968.95
601502,Surgery,Coordinator,Evening,20,80960.09
601503,Administration,Nurse,Evening,21,154895.93
601504,Diagnostics,Technician,Night,8,171890.08
601505,Pharmacy,Pharmacist,Morning,26,92587.42
601506,Nursing,Technician,Evening,2,54762.28
601507,Nursing,Assistant,Night,23,136716.26
601508,Pharmacy,Coordinator,Night,23,45140.53
601509,Administration,Pharmacist,Morning,0,44374.25
601510,Pharmacy,Nurse,Morning,20,64742.07
601511,Emergency,Manager,Morning,3,123391.89
601512,Nursing,Coordinator,Evening,29,157149.81
601513,Administration,Coordinator,Night,27,100555.97
601514,Nursing,Assistant,Night,28,124673.88
601515,Pharmacy,Manager,Evening,17,169610.25
601516,Surgery,Coordinator,Morning,22,88694.42
601517,Emergency,Pharmacist,Morning,16,32962.85
601518,Surgery,Coordinator,Morning,19,110265.97
601519,Pharmacy,Coordinator,Evening,4,107484.84
601520,Emergency,Nurse,Evening,20,134164.38
601521,Diagnostics,Pharmacist,Night,21,109152.64
601522,Diagnostics,Nurse,Night,15,126286.79
601523,Nursing,Technician,Morning,26,132705.04
601524,Administration,Nurse,Evening,29,86862.66
601525,Emergency,Coordinator,Morning,23,37724.72
601526,Nursing,Assistant,Morning,1,170549.69
601527,Surgery,Manager,Night,22,126012.72
601528,Diagnostics,Pharmacist,Morning,23,86300.16
601529,Emergency,Assistant,Evening,28,55748.46
601530,Administration,Manager,Evening,24,148642.29
601531,Pharmacy,Technician,Evening,12,87255.06
601532,Pharmacy,Nurse,Evening,21,117698.02
601533,Nursing,Manager,Morning,7,147804.79
601534,Emergency,Pharmacist,Evening,24,67934.22
601535,Nursing,Manager,Morning,22,154958.46
601536,Diagnostics,Assistant,Evening,2,64807.4
601537,Nursing,Manager,Morning,0,56460.08
601538,Pharmacy,Pharmacist,Morning,21,46866.68
601539,Emergency,Assistant,Morning,10,103439.35
601540,Surgery,Nurse,Evening,16,160917.22
601541,Surgery,Manager,Evening,27,115171.43
601542,Emergency,Pharmacist,Evening,22,174267.08
601543,Administration,Coordinator,Night,17,47657
601544,Nursing,Pharmacist,Night,24,125007.15
601545,Surgery,Nurse,Night,11,116642.25
601546,Diagnostics,Assistant,Morning,1,30499.15
601547,Pharmacy,Pharmacist,Evening,15,166902.66
601548,Pharmacy,Coordinator,Night,6,53316.03
601549,Nursing,Technician,Evening,9,103835.71
601550,Pharmacy,Pharmacist,Morning,24,157042.99
601551,Diagnostics,Technician,Night,13,96529.86
601552,Diagnostics,Nurse,Evening,18,174947.49
601553,Administration,Coordinator,Morning,20,67286.19
601554,Diagnostics,Manager,Night,29,32809.55
601555,Administration,Nurse,Evening,6,91542.89
601556,Administration,Technician,Evening,27,85080.51
601557,Surgery,Coordinator,Evening,19,126220.65
601558,Nursing,Coordinator,Morning,29,179669.35
601559,Emergency,Nurse,Morning,19,62414.19
601560,Diagnostics,Coordinator,Night,17,135620.4
601561,Emergency,Coordinator,Morning,19,78163.8
601562,Surgery,Nurse,Morning,30,33183.4
601563,Emergency,Assistant,Evening,5,167103.47
601564,Emergency,Assistant,Evening,7,131868.06
601565,Diagnostics,Pharmacist,Evening,10,54198.99
601566,Emergency,Manager,Morning,12,156198.44
601567,Pharmacy,Technician,Morning,14,59799.21
601568,Surgery,Technician,Evening,27,54888.93
601569,Emergency,Coordinator,Evening,3,137034.78
601570,Nursing,Pharmacist,Evening,28,73438.06
601571,Nursing,Technician,Evening,7,177708.66
601572,Nursing,Coordinator,Night,17,123302.86
601573,Nursing,Coordinator,Morning,21,71241.15
601574,Emergency,Nurse,Morning,6,45594.43
601575,Pharmacy,Manager,Night,16,170817.78
601576,Emergency,Pharmacist,Night,2,156067.68
601577,Emergency,Assistant,Night,7,70179.12
601578,Administration,Pharmacist,Night,0,117025.4
601579,Pharmacy,Technician,Night,2,149930.14
601580,Surgery,Assistant,Evening,13,31389.71
601581,Nursing,Coordinator,Morning,13,47720.2
601582,Administration,Coordinator,Night,18,44298.39
601583,Pharmacy,Pharmacist,Night,15,28142.75
601584,Surgery,Pharmacist,Night,2,61356.45
601585,Surgery,Assistant,Night,30,160417.38
601586,Administration,Assistant,Morning,7,95993.44
601587,Surgery,Pharmacist,Night,9,30231.04
601588,Emergency,Pharmacist,Morning,17,67060.09
601589,Emergency,Manager,Morning,19,103762.23
601590,Pharmacy,Assistant,Morning,12,74411.88
601591,Surgery,Pharmacist,Night,22,27223.36
601592,Pharmacy,Assistant,Morning,29,121226.97
601593,Diagnostics,Assistant,Night,22,37625.17
601594,Pharmacy,Nurse,Night,26,167898.41
601595,Administration,Pharmacist,Night,17,37247.61
601596,Emergency,Manager,Night,2,31452.19
601597,Administration,Nurse,Night,21,157409.08
601598,Surgery,Coordinator,Night,26,99030.15
601599,Emergency,Manager,Morning,13,39073.36
601600,Surgery,Pharmacist,Morning,30,129234.32
601601,Nursing,Manager,Night,12,114572.62
601602,Nursing,Pharmacist,Evening,9,119156.37
601603,Emergency,Manager,Morning,12,159807.25
601604,Surgery,Manager,Evening,20,105709.97
601605,Emergency,Pharmacist,Morning,4,84454.18
601606,Surgery,Assistant,Night,9,52173.38
601607,Diagnostics,Technician,Night,15,154031.53
601608,Surgery,Pharmacist,Morning,20,45076.07
601609,Diagnostics,Pharmacist,Morning,12,136199.97
601610,Surgery,Pharmacist,Evening,4,175009.26
601611,Administration,Manager,Evening,14,146498.58
601612,Nursing,Pharmacist,Evening,18,120239.44
601613,Emergency,Assistant,Night,12,34670.89
601614,Diagnostics,Nurse,Night,27,151049.35
601615,Diagnostics,Nurse,Morning,11,160343.7
601616,Diagnostics,Assistant,Evening,9,110662.08
601617,Administration,Technician,Evening,11,86033.17
601618,Diagnostics,Coordinator,Evening,15,119884.44
601619,Pharmacy,Technician,Morning,25,147907.23
601620,Surgery,Pharmacist,Morning,25,107438.33
601621,Pharmacy,Nurse,Morning,12,169929.95
601622,Surgery,Coordinator,Morning,26,142016.64
601623,Pharmacy,Coordinator,Night,8,31180.72
601624,Emergency,Coordinator,Evening,23,89180.63
601625,Emergency,Assistant,Night,19,95911.02
601626,Emergency,Pharmacist,Night,18,29345.15
601627,Administration,Assistant,Morning,28,168306.89
601628,Nursing,Assistant,Night,29,50540.34
601629,Diagnostics,Nurse,Night,1,101252.01
601630,Diagnostics,Coordinator,Evening,15,57995.76
601631,Surgery,Manager,Evening,15,75779.21
601632,Diagnostics,Assistant,Night,4,28241.46
601633,Pharmacy,Technician,Morning,19,129406.34
601634,Surgery,Technician,Night,26,52037.02
601635,Nursing,Manager,Evening,14,102744.19
601636,Nursing,Assistant,Night,15,25647.25
601637,Administration,Technician,Morning,22,77418.09
601638,Nursing,Coordinator,Night,10,81029.15
601639,Emergency,Nurse,Morning,8,106054.22
601640,Surgery,Pharmacist,Morning,8,67629.82
601641,Nursing,Pharmacist,Morning,8,136601.35
601642,Surgery,Assistant,Night,6,49050.25
601643,Administration,Technician,Night,0,100936.93
601644,Surgery,Coordinator,Night,13,123997.32
601645,Diagnostics,Nurse,Evening,17,174128.66
601646,Emergency,Nurse,Morning,14,79993.17
601647,Surgery,Assistant,Evening,28,27265.91
601648,Surgery,Manager,Evening,4,77239.67
601649,Emergency,Coordinator,Morning,17,49730.12
601650,Pharmacy,Technician,Night,23,30476.57
601651,Pharmacy,Pharmacist,Night,1,130379.19
601652,Nursing,Pharmacist,Evening,12,110090.47
601653,Emergency,Manager,Night,9,62522.25
601654,Nursing,Manager,Morning,22,48408.52
601655,Pharmacy,Assistant,Evening,18,71126.42
601656,Nursing,Coordinator,Night,30,134252.32
601657,Diagnostics,Coordinator,Morning,10,44947.92
601658,Emergency,Pharmacist,Night,0,79638.2
601659,Administration,Manager,Evening,7,121216.98
601660,Pharmacy,Manager,Morning,8,49086.65
601661,Pharmacy,Nurse,Night,8,104868.79
601662,Pharmacy,Coordinator,Morning,0,108887.61
601663,Pharmacy,Assistant,Morning,10,40080.66
601664,Emergency,Pharmacist,Night,23,101242.61
601665,Pharmacy,Nurse,Evening,12,127025.66
601666,Pharmacy,Pharmacist,Night,30,44273.81
601667,Nursing,Nurse,Night,27,170191.41
601668,Administration,Manager,Night,7,151252.34
601669,Administration,Manager,Evening,18,58469.16
601670,Surgery,Coordinator,Morning,24,37792.31
601671,Diagnostics,Manager,Evening,9,102359.26
601672,Administration,Assistant,Morning,11,128204.34
601673,Pharmacy,Technician,Evening,0,171694.66
601674,Surgery,Manager,Evening,25,42730.65
601675,Pharmacy,Pharmacist,Night,22,69514.63
601676,Pharmacy,Coordinator,Night,1,149895.21
601677,Surgery,Nurse,Night,24,165759.46
601678,Nursing,Manager,Morning,28,80091.47
601679,Pharmacy,Coordinator,Night,11,127000.18
601680,Diagnostics,Nurse,Morning,27,167323.8
601681,Surgery,Technician,Evening,23,61482.24
601682,Nursing,Coordinator,Night,6,171312.8
601683,Nursing,Technician,Night,16,99224.38
601684,Pharmacy,Manager,Night,6,39224.81
601685,Diagnostics,Manager,Morning,1,63824.82
601686,Administration,Assistant,Morning,16,60747.39
601687,Surgery,Manager,Morning,28,123633.66
601688,Surgery,Nurse,Night,19,123385.46
601689,Diagnostics,Manager,Night,4,134238.84
601690,Nursing,Coordinator,Morning,12,79363.59
601691,Nursing,Technician,Night,26,61679.18
601692,Emergency,Nurse,Morning,26,89600.76
601693,Emergency,Manager,Morning,3,134610.68
601694,Pharmacy,Manager,Morning,24,72959.3
601695,Nursing,Nurse,Morning,22,39753.04
601696,Pharmacy,Nurse,Evening,6,163882.05
601697,Emergency,Nurse,Morning,5,34547.15
601698,Emergency,Nurse,Night,4,135355.81
601699,Diagnostics,Nurse,Night,17,63157.88
601700,Administration,Manager,Evening,24,141186.98
601701,Emergency,Pharmacist,Morning,21,178019.44
601702,Surgery,Assistant,Morning,9,53313.7
601703,Nursing,Coordinator,Evening,23,168484.58
601704,Pharmacy,Pharmacist,Night,19,151974.85
601705,Nursing,Coordinator,Morning,11,28410.3
601706,Nursing,Pharmacist,Evening,17,164799.85
601707,Pharmacy,Coordinator,Evening,3,173485.88
601708,Nursing,Manager,Evening,4,52246.17
601709,Surgery,Coordinator,Morning,22,129716.78
601710,Pharmacy,Nurse,Evening,14,83750.23
601711,Pharmacy,Nurse,Evening,17,157318.24
601712,Surgery,Manager,Morning,14,78439.18
601713,Pharmacy,Manager,Morning,19,156878.31
601714,Pharmacy,Assistant,Evening,15,49705.06
601715,Surgery,Assistant,Morning,20,110712.17
601716,Diagnostics,Coordinator,Evening,5,154458.13
601717,Administration,Pharmacist,Evening,16,164856.95
601718,Administration,Manager,Morning,29,91582.74
601719,Administration,Assistant,Night,5,144235.33
601720,Administration,Technician,Morning,0,150278.72
601721,Emergency,Coordinator,Morning,16,130420.77
601722,Emergency,Manager,Morning,13,118847.3
601723,Nursing,Assistant,Morning,5,62442.09
601724,Administration,Technician,Night,7,177240.25
601725,Administration,Nurse,Evening,29,88190.61
601726,Administration,Manager,Evening,29,163984.29
601727,Pharmacy,Assistant,Morning,17,179497.2
601728,Administration,Coordinator,Morning,9,173465.38
601729,Diagnostics,Manager,Night,0,102442.3
601730,Emergency,Assistant,Night,15,38966.27
601731,Administration,Manager,Morning,2,165612.95
601732,Pharmacy,Pharmacist,Evening,15,70655.96
601733,Nursing,Assistant,Evening,11,26157.19
601734,Administration,Nurse,Night,14,150306.26
601735,Emergency,Manager,Morning,26,178110.56
601736,Pharmacy,Assistant,Evening,25,42460.78
601737,Nursing,Manager,Evening,27,93019.68
601738,Administration,Nurse,Evening,15,174974.99
601739,Administration,Coordinator,Evening,8,126802.41
601740,Administration,Manager,Evening,6,156473.61
601741,Pharmacy,Coordinator,Morning,19,29473.75
601742,Nursing,Technician,Evening,4,142465.64
601743,Surgery,Assistant,Evening,30,120917.04
601744,Emergency,Technician,Evening,26,32298.39
601745,Administration,Assistant,Evening,4,55905.52
601746,Surgery,Assistant,Night,17,133900.45
601747,Pharmacy,Assistant,Evening,5,45515.76
601748,Surgery,Coordinator,Evening,13,173787.99
601749,Nursing,Nurse,Evening,19,109311.29
601750,Pharmacy,Pharmacist,Morning,27,59244.65
601751,Pharmacy,Coordinator,Evening,16,56059.09
601752,Pharmacy,Coordinator,Night,1,145232.6
601753,Surgery,Coordinator,Morning,9,166982.8
601754,Surgery,Coordinator,Morning,6,25813.72
601755,Pharmacy,Nurse,Evening,0,72979.9
601756,Diagnostics,Manager,Night,10,162490.09
601757,Surgery,Manager,Night,3,169331.36
601758,Pharmacy,Pharmacist,Night,2,163926.78
601759,Nursing,Nurse,Night,7,41381.1
