Doctor_ID,Doctor_Name,Specialty,Department,Experience_Years
111287,Dr_1286,Dermatology,Diagnostics,35
111288,Dr_1287,Cardiology,Emergency,13
111289,Dr_1288,Orthopedics,Medicine,16
111290,Dr_1289,Neurology,Medicine,11
111291,Dr_1290,Dermatology,Surgery,29
111292,Dr_1291,Oncology,Medicine,35
111293,Dr_1292,Oncology,Surgery,17
111294,Dr_1293,Pediatrics,Diagnostics,27
111295,Dr_1294,Oncology,Emergency,12
111296,Dr_1295,Orthopedics,Medicine,25
111297,Dr_1296,Dermatology,Outpatient,33
111298,Dr_1297,Dermatology,Outpatient,11
111299,Dr_1298,Pediatrics,Diagnostics,8
111300,Dr_1299,General Medicine,Medicine,26
111301,Dr_1300,Orthopedics,Surgery,31
111302,Dr_1301,Cardiology,Outpatient,24
111303,Dr_1302,Oncology,Diagnostics,13
111304,Dr_1303,Oncology,Outpatient,8
111305,Dr_1304,ENT,Emergency,25
111306,Dr_1305,Neurology,Emergency,10
111307,Dr_1306,Oncology,Surgery,22
111308,Dr_1307,Dermatology,Diagnostics,24
111309,Dr_1308,Orthopedics,Diagnostics,15
111310,Dr_1309,Dermatology,Diagnostics,2
111311,Dr_1310,Orthopedics,Medicine,21
111312,Dr_1311,General Medicine,Outpatient,2
111313,Dr_1312,Dermatology,Outpatient,23
111314,Dr_1313,General Medicine,Emergency,18
111315,Dr_1314,Cardiology,Outpatient,28
111316,Dr_1315,Pediatrics,Emergency,22
111317,Dr_1316,General Medicine,Diagnostics,25
111318,Dr_1317,General Medicine,Medicine,22
111319,Dr_1318,Oncology,Surgery,23
111320,Dr_1319,Pediatrics,Outpatient,10
111321,Dr_1320,ENT,Emergency,1
111322,Dr_1321,Oncology,Surgery,1
111323,Dr_1322,Pediatrics,Outpatient,9
111324,Dr_1323,Orthopedics,Emergency,1
111325,Dr_1324,Pediatrics,Emergency,31
111326,Dr_1325,Orthopedics,Emergency,16
111327,Dr_1326,Orthopedics,Diagnostics,34
111328,Dr_1327,ENT,Medicine,32
111329,Dr_1328,ENT,Outpatient,7
111330,Dr_1329,Dermatology,Outpatient,34
111331,Dr_1330,Pediatrics,Medicine,20
111332,Dr_1331,ENT,Outpatient,4
111333,Dr_1332,Cardiology,Surgery,11
111334,Dr_1333,Cardiology,Outpatient,15
111335,Dr_1334,General Medicine,Medicine,1
111336,Dr_1335,Neurology,Outpatient,32
111337,Dr_1336,ENT,Emergency,14
111338,Dr_1337,Cardiology,Surgery,13
111339,Dr_1338,Dermatology,Outpatient,4
111340,Dr_1339,Dermatology,Emergency,34
111341,Dr_1340,Dermatology,Emergency,21
111342,Dr_1341,Pediatrics,Diagnostics,30
111343,Dr_1342,General Medicine,Medicine,27
111344,Dr_1343,Oncology,Medicine,21
111345,Dr_1344,Dermatology,Surgery,27
111346,Dr_1345,Orthopedics,Surgery,6
111347,Dr_1346,Pediatrics,Outpatient,1
111348,Dr_1347,Pediatrics,Surgery,5
111349,Dr_1348,Orthopedics,Emergency,31
111350,Dr_1349,ENT,Outpatient,24
111351,Dr_1350,Neurology,Medicine,32
111352,Dr_1351,Oncology,Emergency,31
111353,Dr_1352,Cardiology,Emergency,2
111354,Dr_1353,Orthopedics,Diagnostics,8
111355,Dr_1354,Orthopedics,Diagnostics,28
111356,Dr_1355,Neurology,Surgery,26
111357,Dr_1356,General Medicine,Emergency,16
111358,Dr_1357,Cardiology,Medicine,18
111359,Dr_1358,Cardiology,Surgery,35
111360,Dr_1359,Oncology,Surgery,10
111361,Dr_1360,Dermatology,Medicine,26
111362,Dr_1361,Pediatrics,Emergency,27
111363,Dr_1362,General Medicine,Outpatient,6
111364,Dr_1363,Oncology,Outpatient,20
111365,Dr_1364,Pediatrics,Outpatient,17
111366,Dr_1365,General Medicine,Diagnostics,6
111367,Dr_1366,Oncology,Emergency,35
111368,Dr_1367,Cardiology,Medicine,2
111369,Dr_1368,General Medicine,Outpatient,8
111370,Dr_1369,Neurology,Outpatient,11
111371,Dr_1370,Neurology,Surgery,25
111372,Dr_1371,ENT,Medicine,32
111373,Dr_1372,Pediatrics,Outpatient,29
111374,Dr_1373,General Medicine,Emergency,12
111375,Dr_1374,Dermatology,Medicine,11
111376,Dr_1375,Cardiology,Emergency,32
111377,Dr_1376,General Medicine,Diagnostics,5
111378,Dr_1377,Dermatology,Diagnostics,1
111379,Dr_1378,Orthopedics,Outpatient,3
111380,Dr_1379,Oncology,Emergency,8
111381,Dr_1380,Orthopedics,Surgery,4
111382,Dr_1381,General Medicine,Surgery,8
111383,Dr_1382,Pediatrics,Emergency,35
111384,Dr_1383,Pediatrics,Outpatient,6
111385,Dr_1384,Oncology,Emergency,34
111386,Dr_1385,Pediatrics,Outpatient,2
111387,Dr_1386,Pediatrics,Surgery,5
111388,Dr_1387,Dermatology,Outpatient,5
111389,Dr_1388,Oncology,Outpatient,9
111390,Dr_1389,ENT,Emergency,10
111391,Dr_1390,General Medicine,Diagnostics,10
111392,Dr_1391,General Medicine,Medicine,33
111393,Dr_1392,ENT,Surgery,19
111394,Dr_1393,General Medicine,Outpatient,6
111395,Dr_1394,Dermatology,Surgery,5
111396,Dr_1395,Orthopedics,Medicine,12
111397,Dr_1396,Neurology,Medicine,20
111398,Dr_1397,Neurology,Medicine,8
111399,Dr_1398,Oncology,Emergency,11
111400,Dr_1399,ENT,Outpatient,21
111401,Dr_1400,Dermatology,Diagnostics,18
111402,Dr_1401,General Medicine,Outpatient,20
111403,Dr_1402,Pediatrics,Medicine,9
111404,Dr_1403,Cardiology,Emergency,15
111405,Dr_1404,General Medicine,Medicine,16
111406,Dr_1405,Oncology,Diagnostics,5
111407,Dr_1406,Neurology,Outpatient,31
111408,Dr_1407,Orthopedics,Emergency,29
111409,Dr_1408,ENT,Surgery,17
111410,Dr_1409,Pediatrics,Diagnostics,11
111411,Dr_1410,Oncology,Diagnostics,6
111412,Dr_1411,ENT,Diagnostics,34
111413,Dr_1412,Cardiology,Outpatient,5
111414,Dr_1413,Oncology,Medicine,21
111415,Dr_1414,ENT,Emergency,12
111416,Dr_1415,Dermatology,Emergency,15
111417,Dr_1416,General Medicine,Diagnostics,14
111418,Dr_1417,ENT,Emergency,26
111419,Dr_1418,Oncology,Surgery,16
111420,Dr_1419,Neurology,Diagnostics,23
111421,Dr_1420,Oncology,Emergency,3
111422,Dr_1421,Pediatrics,Surgery,35
111423,Dr_1422,Neurology,Surgery,13
111424,Dr_1423,Orthopedics,Emergency,8
111425,Dr_1424,Orthopedics,Surgery,15
111426,Dr_1425,Orthopedics,Outpatient,24
111427,Dr_1426,Oncology,Medicine,13
111428,Dr_1427,Neurology,Emergency,35
111429,Dr_1428,Pediatrics,Medicine,6
111430,Dr_1429,General Medicine,Outpatient,27
111431,Dr_1430,ENT,Outpatient,7
111432,Dr_1431,ENT,Surgery,13
111433,Dr_1432,Pediatrics,Diagnostics,29
111434,Dr_1433,Neurology,Emergency,25
111435,Dr_1434,Cardiology,Emergency,25
111436,Dr_1435,Dermatology,Outpatient,24
111437,Dr_1436,Cardiology,Emergency,7
111438,Dr_1437,Orthopedics,Outpatient,15
111439,Dr_1438,Oncology,Surgery,31
111440,Dr_1439,Pediatrics,Surgery,15
111441,Dr_1440,Pediatrics,Surgery,22
111442,Dr_1441,Orthopedics,Surgery,9
111443,Dr_1442,Pediatrics,Medicine,22
111444,Dr_1443,ENT,Medicine,29
111445,Dr_1444,Dermatology,Diagnostics,3
111446,Dr_1445,Orthopedics,Diagnostics,35
111447,Dr_1446,Cardiology,Diagnostics,34
111448,Dr_1447,Pediatrics,Medicine,4
111449,Dr_1448,Pediatrics,Outpatient,9
111450,Dr_1449,ENT,Emergency,32
111451,Dr_1450,Neurology,Diagnostics,20
111452,Dr_1451,Orthopedics,Surgery,6
111453,Dr_1452,Dermatology,Outpatient,32
111454,Dr_1453,Cardiology,Surgery,28
111455,Dr_1454,Pediatrics,Outpatient,7
111456,Dr_1455,Cardiology,Emergency,6
111457,Dr_1456,Oncology,Outpatient,20
111458,Dr_1457,Neurology,Medicine,24
111459,Dr_1458,Pediatrics,Outpatient,2
111460,Dr_1459,Pediatrics,Surgery,8
111461,Dr_1460,Orthopedics,Surgery,31
111462,Dr_1461,Orthopedics,Emergency,1
111463,Dr_1462,Pediatrics,Outpatient,34
111464,Dr_1463,Pediatrics,Medicine,13
111465,Dr_1464,Oncology,Medicine,4
111466,Dr_1465,Dermatology,Surgery,5
111467,Dr_1466,Neurology,Outpatient,33
111468,Dr_1467,Neurology,Surgery,4
111469,Dr_1468,Neurology,Diagnostics,5
111470,Dr_1469,Neurology,Outpatient,2
111471,Dr_1470,Dermatology,Outpatient,4
111472,Dr_1471,Oncology,Outpatient,13
111473,Dr_1472,Oncology,Emergency,18
111474,Dr_1473,Pediatrics,Outpatient,32
111475,Dr_1474,Orthopedics,Emergency,11
111476,Dr_1475,Orthopedics,Emergency,31
111477,Dr_1476,Orthopedics,Emergency,28
111478,Dr_1477,Dermatology,Outpatient,24
111479,Dr_1478,Cardiology,Emergency,23
111480,Dr_1479,Dermatology,Diagnostics,2
111481,Dr_1480,Cardiology,Diagnostics,30
111482,Dr_1481,ENT,Emergency,28
111483,Dr_1482,Oncology,Surgery,22
111484,Dr_1483,Pediatrics,Emergency,11
111485,Dr_1484,Oncology,Diagnostics,10
111486,Dr_1485,ENT,Medicine,12
111487,Dr_1486,Orthopedics,Medicine,17
111488,Dr_1487,Orthopedics,Emergency,20
111489,Dr_1488,Oncology,Medicine,6
111490,Dr_1489,Oncology,Surgery,17
111491,Dr_1490,Cardiology,Surgery,11
111492,Dr_1491,ENT,Diagnostics,13
111493,Dr_1492,Neurology,Emergency,9
111494,Dr_1493,Pediatrics,Diagnostics,34
111495,Dr_1494,Oncology,Medicine,17
111496,Dr_1495,Orthopedics,Surgery,11
111497,Dr_1496,Oncology,Diagnostics,29
111498,Dr_1497,Oncology,Diagnostics,7
111499,Dr_1498,General Medicine,Medicine,33
111500,Dr_1499,Oncology,Medicine,28
111501,Dr_1500,ENT,Surgery,32
111502,Dr_1501,Oncology,Outpatient,19
111503,Dr_1502,Pediatrics,Emergency,10
111504,Dr_1503,ENT,Emergency,9
111505,Dr_1504,Oncology,Outpatient,23
111506,Dr_1505,Orthopedics,Surgery,21
111507,Dr_1506,ENT,Emergency,26
111508,Dr_1507,Orthopedics,Surgery,11
111509,Dr_1508,Neurology,Emergency,26
111510,Dr_1509,Pediatrics,Emergency,4
111511,Dr_1510,ENT,Surgery,30
111512,Dr_1511,Neurology,Surgery,25
111513,Dr_1512,Cardiology,Medicine,32
111514,Dr_1513,Neurology,Surgery,10
111515,Dr_1514,Cardiology,Emergency,4
111516,Dr_1515,Neurology,Diagnostics,21
111517,Dr_1516,ENT,Diagnostics,5
111518,Dr_1517,Pediatrics,Emergency,31
111519,Dr_1518,Neurology,Outpatient,14
111520,Dr_1519,ENT,Medicine,33
111521,Dr_1520,Pediatrics,Diagnostics,13
111522,Dr_1521,Oncology,Medicine,22
111523,Dr_1522,Pediatrics,Medicine,3
111524,Dr_1523,Orthopedics,Medicine,29
111525,Dr_1524,Pediatrics,Surgery,25
111526,Dr_1525,Dermatology,Medicine,26
111527,Dr_1526,General Medicine,Medicine,22
111528,Dr_1527,Orthopedics,Emergency,28
111529,Dr_1528,Oncology,Outpatient,13
111530,Dr_1529,General Medicine,Emergency,21
111531,Dr_1530,Orthopedics,Outpatient,9
111532,Dr_1531,Oncology,Outpatient,22
111533,Dr_1532,Cardiology,Medicine,6
111534,Dr_1533,Oncology,Emergency,10
111535,Dr_1534,Neurology,Medicine,16
111536,Dr_1535,General Medicine,Diagnostics,33
111537,Dr_1536,General Medicine,Emergency,30
111538,Dr_1537,Dermatology,Emergency,20
111539,Dr_1538,Orthopedics,Medicine,31
111540,Dr_1539,Cardiology,Surgery,20
111541,Dr_1540,Cardiology,Diagnostics,13
111542,Dr_1541,Oncology,Emergency,21
111543,Dr_1542,Cardiology,Diagnostics,23
111544,Dr_1543,Cardiology,Diagnostics,2
111545,Dr_1544,Neurology,Outpatient,19
111546,Dr_1545,Neurology,Medicine,16
111547,Dr_1546,Pediatrics,Medicine,16
111548,Dr_1547,Oncology,Emergency,7
111549,Dr_1548,Orthopedics,Outpatient,17
111550,Dr_1549,General Medicine,Emergency,18
111551,Dr_1550,Neurology,Diagnostics,10
111552,Dr_1551,ENT,Emergency,26
111553,Dr_1552,Neurology,Emergency,25
111554,Dr_1553,Dermatology,Surgery,28
111555,Dr_1554,Cardiology,Medicine,30
111556,Dr_1555,Neurology,Surgery,9
111557,Dr_1556,Neurology,Outpatient,12
111558,Dr_1557,Orthopedics,Medicine,20
111559,Dr_1558,Oncology,Outpatient,34
111560,Dr_1559,ENT,Emergency,5
111561,Dr_1560,Neurology,Surgery,32
111562,Dr_1561,Pediatrics,Emergency,16
111563,Dr_1562,ENT,Emergency,26
111564,Dr_1563,Neurology,Surgery,24
111565,Dr_1564,Orthopedics,Medicine,6
111566,Dr_1565,Dermatology,Surgery,9
111567,Dr_1566,Dermatology,Emergency,33
111568,Dr_1567,Pediatrics,Surgery,22
111569,Dr_1568,Orthopedics,Diagnostics,11
111570,Dr_1569,Neurology,Medicine,4
111571,Dr_1570,Neurology,Outpatient,4
111572,Dr_1571,Orthopedics,Outpatient,7
111573,Dr_1572,Pediatrics,Diagnostics,4
111574,Dr_1573,Pediatrics,Outpatient,27
111575,Dr_1574,Orthopedics,Diagnostics,16
111576,Dr_1575,Dermatology,Diagnostics,5
111577,Dr_1576,Dermatology,Diagnostics,26
111578,Dr_1577,General Medicine,Surgery,29
111579,Dr_1578,Dermatology,Diagnostics,6
111580,Dr_1579,Dermatology,Surgery,32
111581,Dr_1580,ENT,Emergency,23
111582,Dr_1581,General Medicine,Diagnostics,30
111583,Dr_1582,Cardiology,Diagnostics,15
111584,Dr_1583,ENT,Diagnostics,6
111585,Dr_1584,Pediatrics,Emergency,10
111586,Dr_1585,Oncology,Outpatient,5
111587,Dr_1586,General Medicine,Surgery,16
111588,Dr_1587,Orthopedics,Outpatient,27
111589,Dr_1588,Neurology,Outpatient,34
111590,Dr_1589,Pediatrics,Surgery,4
111591,Dr_1590,Neurology,Outpatient,12
111592,Dr_1591,Cardiology,Outpatient,21
111593,Dr_1592,General Medicine,Surgery,5
111594,Dr_1593,Dermatology,Medicine,33
111595,Dr_1594,Cardiology,Emergency,12
111596,Dr_1595,Cardiology,Diagnostics,9
111597,Dr_1596,Dermatology,Diagnostics,34
111598,Dr_1597,Oncology,Outpatient,18
111599,Dr_1598,Cardiology,Emergency,9
111600,Dr_1599,ENT,Outpatient,34
111601,Dr_1600,Dermatology,Surgery,20
111602,Dr_1601,Orthopedics,Emergency,26
111603,Dr_1602,Oncology,Emergency,35
111604,Dr_1603,Dermatology,Medicine,34
111605,Dr_1604,ENT,Outpatient,6
111606,Dr_1605,Cardiology,Outpatient,28
111607,Dr_1606,ENT,Emergency,10
111608,Dr_1607,ENT,Emergency,6
111609,Dr_1608,Dermatology,Diagnostics,13
111610,Dr_1609,Pediatrics,Emergency,18
111611,Dr_1610,Neurology,Diagnostics,7
111612,Dr_1611,Dermatology,Outpatient,4
111613,Dr_1612,ENT,Diagnostics,23
111614,Dr_1613,ENT,Outpatient,13
111615,Dr_1614,Cardiology,Outpatient,33
111616,Dr_1615,ENT,Emergency,31
111617,Dr_1616,ENT,Emergency,24
111618,Dr_1617,ENT,Emergency,3
111619,Dr_1618,Dermatology,Outpatient,29
111620,Dr_1619,ENT,Emergency,30
111621,Dr_1620,Dermatology,Medicine,3
111622,Dr_1621,Cardiology,Outpatient,22
111623,Dr_1622,Orthopedics,Diagnostics,27
111624,Dr_1623,Neurology,Outpatient,13
111625,Dr_1624,Dermatology,Emergency,21
111626,Dr_1625,Oncology,Outpatient,1
111627,Dr_1626,Neurology,Outpatient,17
111628,Dr_1627,General Medicine,Emergency,19
111629,Dr_1628,General Medicine,Emergency,16
111630,Dr_1629,Neurology,Outpatient,12
111631,Dr_1630,Cardiology,Emergency,22
111632,Dr_1631,Pediatrics,Emergency,18
111633,Dr_1632,Cardiology,Emergency,21
111634,Dr_1633,Pediatrics,Diagnostics,32
111635,Dr_1634,Pediatrics,Medicine,22
111636,Dr_1635,Neurology,Outpatient,17
111637,Dr_1636,Neurology,Outpatient,11
111638,Dr_1637,Dermatology,Emergency,23
111639,Dr_1638,Cardiology,Diagnostics,1
111640,Dr_1639,Oncology,Outpatient,26
111641,Dr_1640,General Medicine,Emergency,20
111642,Dr_1641,General Medicine,Emergency,8
111643,Dr_1642,Neurology,Diagnostics,4
111644,Dr_1643,General Medicine,Outpatient,20
111645,Dr_1644,Cardiology,Diagnostics,28
111646,Dr_1645,Neurology,Diagnostics,6
111647,Dr_1646,Orthopedics,Emergency,16
111648,Dr_1647,Pediatrics,Outpatient,22
111649,Dr_1648,ENT,Diagnostics,20
111650,Dr_1649,Pediatrics,Surgery,4
111651,Dr_1650,Cardiology,Medicine,33
111652,Dr_1651,Pediatrics,Diagnostics,6
111653,Dr_1652,Oncology,Emergency,32
111654,Dr_1653,Pediatrics,Outpatient,23
111655,Dr_1654,Neurology,Medicine,31
111656,Dr_1655,General Medicine,Outpatient,17
111657,Dr_1656,Neurology,Medicine,28
111658,Dr_1657,Orthopedics,Medicine,25
111659,Dr_1658,Orthopedics,Surgery,5
111660,Dr_1659,Orthopedics,Diagnostics,4
111661,Dr_1660,Neurology,Outpatient,1
111662,Dr_1661,Dermatology,Outpatient,34
111663,Dr_1662,Pediatrics,Medicine,14
111664,Dr_1663,Oncology,Medicine,10
111665,Dr_1664,Pediatrics,Medicine,22
111666,Dr_1665,Pediatrics,Diagnostics,2
111667,Dr_1666,General Medicine,Surgery,13
111668,Dr_1667,Cardiology,Diagnostics,24
111669,Dr_1668,Dermatology,Medicine,2
111670,Dr_1669,Neurology,Outpatient,24
111671,Dr_1670,Pediatrics,Emergency,1
111672,Dr_1671,Orthopedics,Surgery,13
111673,Dr_1672,ENT,Emergency,27
111674,Dr_1673,Orthopedics,Medicine,12
111675,Dr_1674,Dermatology,Emergency,6
111676,Dr_1675,Dermatology,Outpatient,29
111677,Dr_1676,Neurology,Medicine,15
111678,Dr_1677,Neurology,Outpatient,29
111679,Dr_1678,Oncology,Outpatient,14
111680,Dr_1679,Neurology,Medicine,32
111681,Dr_1680,Neurology,Outpatient,28
111682,Dr_1681,Pediatrics,Diagnostics,7
111683,Dr_1682,Neurology,Medicine,16
111684,Dr_1683,Cardiology,Outpatient,6
111685,Dr_1684,Dermatology,Surgery,1
111686,Dr_1685,Orthopedics,Surgery,29
111687,Dr_1686,Cardiology,Diagnostics,35
111688,Dr_1687,Oncology,Diagnostics,29
111689,Dr_1688,Cardiology,Diagnostics,20
111690,Dr_1689,General Medicine,Outpatient,3
111691,Dr_1690,Dermatology,Diagnostics,35
111692,Dr_1691,Pediatrics,Emergency,19
111693,Dr_1692,Pediatrics,Diagnostics,29
111694,Dr_1693,Pediatrics,Emergency,29
111695,Dr_1694,Oncology,Diagnostics,21
111696,Dr_1695,Oncology,Diagnostics,4
111697,Dr_1696,Orthopedics,Diagnostics,15
111698,Dr_1697,ENT,Diagnostics,21
111699,Dr_1698,Pediatrics,Outpatient,8
111700,Dr_1699,ENT,Emergency,30
111701,Dr_1700,Orthopedics,Diagnostics,15
111702,Dr_1701,Neurology,Surgery,35
111703,Dr_1702,Orthopedics,Surgery,32
111704,Dr_1703,Dermatology,Diagnostics,8
111705,Dr_1704,Pediatrics,Emergency,30
111706,Dr_1705,Orthopedics,Medicine,12
111707,Dr_1706,Neurology,Outpatient,30
111708,Dr_1707,General Medicine,Medicine,4
111709,Dr_1708,Cardiology,Surgery,29
111710,Dr_1709,Cardiology,Surgery,3
111711,Dr_1710,Neurology,Outpatient,25
111712,Dr_1711,Orthopedics,Emergency,7
111713,Dr_1712,Pediatrics,Diagnostics,21
111714,Dr_1713,Orthopedics,Outpatient,13
111715,Dr_1714,Neurology,Emergency,14
111716,Dr_1715,Cardiology,Diagnostics,20
111717,Dr_1716,Pediatrics,Diagnostics,33
111718,Dr_1717,Cardiology,Emergency,5
111719,Dr_1718,Cardiology,Medicine,15
111720,Dr_1719,Neurology,Emergency,17
111721,Dr_1720,ENT,Surgery,19
111722,Dr_1721,Pediatrics,Diagnostics,16
111723,Dr_1722,General Medicine,Diagnostics,7
111724,Dr_1723,ENT,Outpatient,22
111725,Dr_1724,Dermatology,Diagnostics,32
111726,Dr_1725,ENT,Surgery,22
111727,Dr_1726,ENT,Surgery,22
111728,Dr_1727,Oncology,Emergency,8
111729,Dr_1728,Neurology,Emergency,11
111730,Dr_1729,General Medicine,Diagnostics,16
111731,Dr_1730,Pediatrics,Emergency,28
111732,Dr_1731,General Medicine,Surgery,21
111733,Dr_1732,Pediatrics,Diagnostics,26
111734,Dr_1733,Pediatrics,Outpatient,19
111735,Dr_1734,Pediatrics,Medicine,7
111736,Dr_1735,Cardiology,Emergency,14
111737,Dr_1736,Neurology,Outpatient,35
111738,Dr_1737,Dermatology,Emergency,10
111739,Dr_1738,Cardiology,Medicine,33
111740,Dr_1739,Cardiology,Emergency,22
111741,Dr_1740,General Medicine,Outpatient,20
111742,Dr_1741,Orthopedics,Medicine,24
111743,Dr_1742,Dermatology,Surgery,4
111744,Dr_1743,Dermatology,Diagnostics,20
111745,Dr_1744,Oncology,Medicine,33
111746,Dr_1745,General Medicine,Surgery,16
111747,Dr_1746,General Medicine,Outpatient,26
111748,Dr_1747,Oncology,Outpatient,7
111749,Dr_1748,Cardiology,Emergency,10
111750,Dr_1749,Pediatrics,Outpatient,7
111751,Dr_1750,ENT,Outpatient,3
111752,Dr_1751,Cardiology,Diagnostics,16
111753,Dr_1752,Neurology,Surgery,27
111754,Dr_1753,Cardiology,Outpatient,11
111755,Dr_1754,General Medicine,Medicine,2
111756,Dr_1755,General Medicine,Emergency,22
111757,Dr_1756,General Medicine,Outpatient,33
111758,Dr_1757,General Medicine,Medicine,21
111759,Dr_1758,ENT,Surgery,16
111760,Dr_1759,Cardiology,Outpatient,25
111761,Dr_1760,ENT,Outpatient,29
111762,Dr_1761,ENT,Outpatient,31
111763,Dr_1762,Dermatology,Diagnostics,35
111764,Dr_1763,Orthopedics,Medicine,14
111765,Dr_1764,Cardiology,Surgery,5
111766,Dr_1765,General Medicine,Outpatient,12
111767,Dr_1766,Neurology,Outpatient,29
111768,Dr_1767,ENT,Surgery,7
111769,Dr_1768,ENT,Medicine,25
111770,Dr_1769,Orthopedics,Outpatient,1
111771,Dr_1770,Cardiology,Diagnostics,10
111772,Dr_1771,Dermatology,Surgery,9
111773,Dr_1772,Orthopedics,Emergency,9
111774,Dr_1773,ENT,Emergency,6
111775,Dr_1774,Orthopedics,Surgery,8
111776,Dr_1775,Dermatology,Surgery,35
111777,Dr_1776,ENT,Emergency,13
111778,Dr_1777,Orthopedics,Diagnostics,25
111779,Dr_1778,ENT,Diagnostics,34
111780,Dr_1779,Dermatology,Medicine,18
111781,Dr_1780,Orthopedics,Medicine,17
111782,Dr_1781,Cardiology,Diagnostics,18
111783,Dr_1782,Pediatrics,Medicine,17
111784,Dr_1783,Dermatology,Surgery,24
111785,Dr_1784,Oncology,Diagnostics,16
111786,Dr_1785,Oncology,Surgery,33
111787,Dr_1786,Pediatrics,Medicine,18
111788,Dr_1787,Neurology,Emergency,30
111789,Dr_1788,Pediatrics,Surgery,27
111790,Dr_1789,ENT,Medicine,19
111791,Dr_1790,Cardiology,Diagnostics,29
111792,Dr_1791,Oncology,Outpatient,35
111793,Dr_1792,Oncology,Diagnostics,7
111794,Dr_1793,Oncology,Diagnostics,24
111795,Dr_1794,Cardiology,Surgery,30
111796,Dr_1795,ENT,Medicine,8
111797,Dr_1796,ENT,Surgery,30
111798,Dr_1797,Neurology,Outpatient,1
111799,Dr_1798,Oncology,Surgery,7
111800,Dr_1799,Orthopedics,Medicine,20
111801,Dr_1800,Neurology,Diagnostics,5
111802,Dr_1801,Orthopedics,Outpatient,22
111803,Dr_1802,ENT,Medicine,9
111804,Dr_1803,Orthopedics,Diagnostics,27
111805,Dr_1804,Orthopedics,Surgery,13
111806,Dr_1805,Oncology,Medicine,30
111807,Dr_1806,Dermatology,Medicine,16
111808,Dr_1807,Cardiology,Medicine,8
111809,Dr_1808,Dermatology,Medicine,4
111810,Dr_1809,ENT,Emergency,18
111811,Dr_1810,General Medicine,Diagnostics,14
111812,Dr_1811,Orthopedics,Surgery,11
111813,Dr_1812,Cardiology,Medicine,23
111814,Dr_1813,Pediatrics,Diagnostics,15
111815,Dr_1814,Cardiology,Diagnostics,10
111816,Dr_1815,Dermatology,Emergency,26
111817,Dr_1816,Dermatology,Emergency,15
111818,Dr_1817,Pediatrics,Medicine,28
111819,Dr_1818,General Medicine,Medicine,13
111820,Dr_1819,ENT,Medicine,2
111821,Dr_1820,Cardiology,Emergency,5
111822,Dr_1821,General Medicine,Medicine,22
111823,Dr_1822,Orthopedics,Outpatient,28
111824,Dr_1823,General Medicine,Medicine,19
111825,Dr_1824,Cardiology,Medicine,12
111826,Dr_1825,Dermatology,Outpatient,32
111827,Dr_1826,Pediatrics,Outpatient,28
111828,Dr_1827,Neurology,Medicine,15
111829,Dr_1828,Dermatology,Surgery,6
111830,Dr_1829,General Medicine,Outpatient,33
111831,Dr_1830,General Medicine,Medicine,30
111832,Dr_1831,General Medicine,Surgery,17
111833,Dr_1832,General Medicine,Medicine,12
111834,Dr_1833,Orthopedics,Medicine,9
111835,Dr_1834,General Medicine,Medicine,31
111836,Dr_1835,ENT,Diagnostics,24
111837,Dr_1836,Orthopedics,Medicine,13
111838,Dr_1837,Dermatology,Diagnostics,28
111839,Dr_1838,ENT,Outpatient,18
111840,Dr_1839,Oncology,Outpatient,27
111841,Dr_1840,General Medicine,Outpatient,10
111842,Dr_1841,Cardiology,Outpatient,16
111843,Dr_1842,Dermatology,Emergency,19
111844,Dr_1843,Pediatrics,Emergency,25
111845,Dr_1844,ENT,Surgery,16
111846,Dr_1845,ENT,Diagnostics,34
111847,Dr_1846,Cardiology,Emergency,13
111848,Dr_1847,Dermatology,Medicine,25
111849,Dr_1848,Oncology,Surgery,19
111850,Dr_1849,Neurology,Surgery,24
111851,Dr_1850,Neurology,Outpatient,12
111852,Dr_1851,General Medicine,Medicine,29
111853,Dr_1852,Pediatrics,Outpatient,17
111854,Dr_1853,Orthopedics,Outpatient,6
111855,Dr_1854,Dermatology,Outpatient,26
111856,Dr_1855,General Medicine,Emergency,25
111857,Dr_1856,Neurology,Medicine,32
111858,Dr_1857,ENT,Surgery,22
111859,Dr_1858,Neurology,Emergency,21
111860,Dr_1859,Pediatrics,Emergency,25
111861,Dr_1860,ENT,Surgery,21
111862,Dr_1861,Pediatrics,Surgery,35
111863,Dr_1862,ENT,Diagnostics,23
111864,Dr_1863,Oncology,Outpatient,16
111865,Dr_1864,Oncology,Surgery,34
111866,Dr_1865,Cardiology,Surgery,28
111867,Dr_1866,Pediatrics,Surgery,34
111868,Dr_1867,ENT,Surgery,16
111869,Dr_1868,Oncology,Diagnostics,19
111870,Dr_1869,General Medicine,Outpatient,32
111871,Dr_1870,Cardiology,Diagnostics,25
111872,Dr_1871,Dermatology,Emergency,29
111873,Dr_1872,Neurology,Emergency,22
111874,Dr_1873,Cardiology,Diagnostics,3
111875,Dr_1874,Cardiology,Outpatient,28
111876,Dr_1875,ENT,Emergency,3
111877,Dr_1876,Dermatology,Emergency,9
111878,Dr_1877,Orthopedics,Diagnostics,6
111879,Dr_1878,Oncology,Outpatient,17
111880,Dr_1879,ENT,Outpatient,33
111881,Dr_1880,Neurology,Medicine,30
111882,Dr_1881,ENT,Medicine,5
111883,Dr_1882,ENT,Medicine,7
